county,coordinates,state
Latimer,"(34.835035, -95.3102505)",Oklahoma
Pittsburg,"(34.9879281, -95.81428849999999)",Oklahoma
Le Flore,"(34.8622042, -94.645035)",Oklahoma
Nowata,"(36.7344388, -95.6457951)",Oklahoma
Garfield,"(36.4361392, -97.87216)",Oklahoma
Rogers,"(36.3898068, -95.6457951)",Oklahoma
Seminole,"(35.1197519, -96.663812)",Oklahoma
Texas,"(36.8301318, -101.4339148)",Oklahoma
Beckham,"(35.2687266, -99.634135)",Oklahoma
Cotton,"(34.309094, -98.3964938)",Oklahoma
Love,"(33.985839, -97.2221421)",Oklahoma
Greer,"(34.9338651, -99.456155)",Oklahoma
Atoka,"(34.4509901, -95.9832577)",Oklahoma
Kingfisher,"(35.9181468, -97.87216)",Oklahoma
Kiowa,"(34.9742541, -98.92453429999999)",Oklahoma
Woodward,"(36.413792, -99.3673084)",Oklahoma
Grant,"(36.79093, -97.69822719999999)",Oklahoma
Major,"(36.3479671, -98.5281613)",Oklahoma
McCurtain,"(34.1481711, -94.81059549999999)",Oklahoma
Tillman,"(34.4478348, -98.92453429999999)",Oklahoma
Jefferson,"(34.1672949, -97.87216)",Oklahoma
Beaver,"(36.7440186, -100.5296115)",Oklahoma
Dewey,"(36.017265, -98.92453429999999)",Oklahoma
Marshall,"(34.0103349, -96.79223549999999)",Oklahoma
Murray,"(34.4383273, -97.0498442)",Oklahoma
Okfuskee,"(35.4878871, -96.3226072)",Oklahoma
Alfalfa,"(36.7435919, -98.3964938)",Oklahoma
Johnston,"(34.2855117, -96.62106109999999)",Oklahoma
Haskell,"(35.2393825, -95.1015225)",Oklahoma
McIntosh,"(35.3466151, -95.6457951)",Oklahoma
Woods,"(36.7181862, -98.7481167)",Oklahoma
Harper,"(36.8203755, -99.634135)",Oklahoma
Cimarron,"(36.7936335, -102.6216211)",Oklahoma
Pushmataha,"(34.4820384, -95.3102505)",Oklahoma
Blaine,"(35.8825489, -98.3964938)",Oklahoma
Washita,"(35.3234027, -98.92453429999999)",Oklahoma
Coal,"(34.568577, -96.2800864)",Oklahoma
Hughes,"(35.1380279, -96.3226072)",Oklahoma
Ellis,"(36.2920072, -99.8124935)",Oklahoma
Harmon,"(34.7305114, -99.8124935)",Oklahoma
Roger Mills,"(35.616176, -99.634135)",Oklahoma
Johnson,"(38.845412, -94.8520636)",Kansas
Wyandotte,"(39.0986811, -94.7691586)",Kansas
Butler,"(37.8649441, -96.83509989999999)",Kansas
Franklin,"(38.6165913, -95.3102505)",Kansas
Douglas,"(38.9107835, -95.26844369999999)",Kansas
Ford,"(37.6540069, -99.8124935)",Kansas
Leavenworth,"(39.1713075, -95.01824599999999)",Kansas
Cherokee,"(37.1142482, -94.81059549999999)",Kansas
Linn,"(38.1339574, -94.81059549999999)",Kansas
Morris,"(38.7144832, -96.663812)",Kansas
Sedgwick,"(37.6537367, -97.5247243)",Kansas
Reno,"(37.9569553, -98.04651849999999)",Kansas
Riley,"(39.3686475, -96.83509989999999)",Kansas
Jackson,"(39.4241422, -95.81428849999999)",Kansas
Mitchell,"(39.443669, -98.2212979)",Kansas
Bourbon,"(37.7957092, -94.81059549999999)",Kansas
Lyon,"(38.4078037, -96.15269850000001)",Kansas
Doniphan,"(39.8245628, -95.18492189999999)",Kansas
Pottawatomie,"(39.3976344, -96.3226072)",Kansas
Woodson,"(37.9197853, -95.81428849999999)",Kansas
Crawford,"(37.45579900000001, -94.81059549999999)",Kansas
Neosho,"(37.6045688, -95.3102505)",Kansas
Shawnee,"(39.0928449, -95.81428849999999)",Kansas
Jefferson,"(39.2827652, -95.3102505)",Kansas
Sumner,"(37.2236052, -97.6114217)",Kansas
Clay,"(39.34791999999999, -97.179026)",Kansas
Coffey,"(38.2570639, -95.81428849999999)",Kansas
Gove,"(38.9271279, -100.5296115)",Kansas
Harvey,"(38.0025215, -97.35165579999999)",Kansas
McPherson,"(38.3164433, -97.69822719999999)",Kansas
Osage,"(38.6009003, -95.6457951)",Kansas
Ottawa,"(39.14938360000001, -97.69822719999999)",Kansas
Miami,"(38.6381689, -94.81059549999999)",Kansas
Finney,"(38.0625252, -100.8903099)",Kansas
Montgomery,"(37.240253, -95.81428849999999)",Kansas
Stafford,"(38.0749046, -98.7481167)",Kansas
Stevens,"(37.186894, -101.2523792)",Kansas
Atchison,"(39.5701137, -95.35208759999999)",Kansas
Saline,"(38.8174853, -97.69822719999999)",Kansas
Barton,"(38.3613844, -98.7651482)",Kansas
Chautauqua,"(37.1738044, -96.2800864)",Kansas
Labette,"(37.2639041, -95.3102505)",Kansas
Pratt,"(37.5691719, -98.7481167)",Kansas
Cloud,"(39.4795571, -97.69822719999999)",Kansas
Cowley,"(37.2660235, -96.9209135)",Kansas
Marion,"(38.349424, -97.179026)",Kansas
Osborne,"(39.4051157, -98.7481167)",Kansas
Greenwood,"(37.9025905, -96.15269850000001)",Kansas
Jewell,"(39.7720227, -98.2212979)",Kansas
Geary,"(38.9984685, -96.79223549999999)",Kansas
Republic,"(39.807989, -97.69822719999999)",Kansas
Wabaunsee,"(38.9092089, -96.15269850000001)",Kansas
Morton,"(37.1333387, -101.7979613)",Kansas
Barber,"(37.2299788, -98.7481167)",Kansas
Rooks,"(39.3638509, -99.2785583)",Kansas
Scott,"(38.562531, -100.8903099)",Kansas
Seward,"(37.221014, -100.8903099)",Kansas
Ellis,"(38.8683549, -99.2785583)",Kansas
Hamilton,"(37.9741668, -101.7979613)",Kansas
Phillips,"(39.766638, -99.3673084)",Kansas
Kearny,"(38.0281402, -101.2523792)",Kansas
Stanton,"(37.6390381, -101.7979613)",Kansas
Dickinson,"(38.85059770000001, -97.179026)",Kansas
Smith,"(39.7333849, -98.7481167)",Kansas
Chase,"(38.3007661, -96.57833869999999)",Kansas
Sherman,"(39.29821889999999, -101.7979613)",Kansas
Wilson,"(37.5808413, -95.81428849999999)",Kansas
Sheridan,"(39.3470831, -100.439656)",Kansas
Haskell,"(37.5588285, -100.8903099)",Kansas
Edwards,"(37.865958, -99.2785583)",Kansas
Clark,"(37.3158895, -99.8124935)",Kansas
Gray,"(37.6840811, -100.439656)",Kansas
Kiowa,"(37.52851649999999, -99.2785583)",Kansas
Rice,"(38.2808698, -98.2212979)",Kansas
Grant,"(37.5245985, -101.2523792)",Kansas
Meade,"(37.2698449, -100.3497895)",Kansas
Nemaha,"(39.7451077, -95.9832577)",Kansas
Cheyenne,"(39.7877848, -101.7979613)",Kansas
Harper,"(37.1096002, -98.04651849999999)",Kansas
Norton,"(39.7959566, -99.99122539999999)",Kansas
Brown,"(39.770047, -95.4777811)",Kansas
Ellsworth,"(38.615225, -98.2212979)",Kansas
Anderson,"(38.2809328, -95.3102505)",Kansas
Ness,"(38.4769509, -99.99122539999999)",Kansas
Comanche,"(37.1894543, -99.2785583)",Kansas
Hodgeman,"(38.1429747, -99.99122539999999)",Kansas
Lane,"(38.4294888, -100.5296115)",Kansas
Trego,"(38.9900316, -99.8124935)",Kansas
Pawnee,"(38.2017581, -99.2785583)",Kansas
Washington,"(39.8413319, -97.179026)",Kansas
Allen,"(37.9435853, -95.3102505)",Kansas
Thomas,"(39.3702882, -101.0711758)",Kansas
Logan,"(38.9504774, -101.1617356)",Kansas
Marshall,"(39.717719, -96.49297969999999)",Kansas
Elk,"(37.3936365, -96.15269850000001)",Kansas
Rush,"(38.5358968, -99.2785583)",Kansas
Graham,"(39.3198302, -99.8124935)",Kansas
Kingman,"(37.6071593, -98.2212979)",Kansas
Lincoln,"(39.1135788, -98.2212979)",Kansas
Russell,"(38.9094717, -98.7481167)",Kansas
Decatur,"(39.74803680000001, -100.5296115)",Kansas
Greeley,"(38.4738028, -101.7979613)",Kansas
Wichita,"(38.5102583, -101.4339148)",Kansas
Johnson,"(41.6698982, -91.5983959)",Iowa
Pottawattamie,"(41.3911501, -95.4777811)",Iowa
Carroll,"(42.0566912, -94.81059549999999)",Iowa
Harrison,"(41.6933855, -95.81428849999999)",Iowa
Dallas,"(41.6120022, -93.9878427)",Iowa
Allamakee,"(43.2430754, -91.44346900000001)",Iowa
Polk,"(41.6278423, -93.5003454)",Iowa
Adair,"(41.2741733, -94.479976)",Iowa
Black Hawk,"(42.447804, -92.38136209999999)",Iowa
Washington,"(41.3477966, -91.7538817)",Iowa
Winneshiek,"(43.2362611, -91.9099238)",Iowa
Dubuque,"(42.4694679, -90.8294002)",Iowa
Muscatine,"(41.5156913, -91.13530200000001)",Iowa
Fayette,"(42.9258199, -91.9099238)",Iowa
Henry,"(41.0283603, -91.5983959)",Iowa
Linn,"(42.0659844, -91.67606909999999)",Iowa
Story,"(42.1040438, -93.5003454)",Iowa
Cerro Gordo,"(43.1543186, -93.20296750000001)",Iowa
Kossuth,"(43.25133839999999, -94.2333355)",Iowa
Poweshiek,"(41.6530119, -92.539603)",Iowa
Scott,"(41.6393199, -90.6393702)",Iowa
Sioux,"(43.08699360000001, -96.15269850000001)",Iowa
Tama,"(42.1292592, -92.539603)",Iowa
Woodbury,"(42.3166158, -95.9832577)",Iowa
Hancock,"(43.0387322, -93.66232389999999)",Iowa
Wapello,"(41.0148894, -92.38136209999999)",Iowa
Buchanan,"(42.4566006, -91.9099238)",Iowa
Cedar,"(41.8346154, -91.13530200000001)",Iowa
Jasper,"(41.6414924, -93.0175712)",Iowa
Warren,"(41.30805489999999, -93.5003454)",Iowa
Benton,"(42.1387249, -92.0665197)",Iowa
Appanoose,"(40.6806102, -92.8577105)",Iowa
Clayton,"(42.7785285, -91.28910359999999)",Iowa
Des Moines,"(40.9123374, -91.17369939999999)",Iowa
Mahaska,"(41.32958800000001, -92.6983868)",Iowa
Monona,"(42.001594, -95.9832577)",Iowa
Page,"(40.7635099, -95.1432068)",Iowa
Butler,"(42.7502186, -92.8577105)",Iowa
Clinton,"(41.878563, -90.563609)",Iowa
Dickinson,"(43.4049388, -95.18492189999999)",Iowa
Hardin,"(42.4285425, -93.17796589999999)",Iowa
Iowa,"(41.6624604, -92.0665197)",Iowa
Marshall,"(42.0407088, -92.9375739)",Iowa
Montgomery,"(41.0438839, -95.18492189999999)",Iowa
Webster,"(42.3974963, -94.15137639999999)",Iowa
Wright,"(42.7273744, -93.66232389999999)",Iowa
Boone,"(42.0881747, -93.9878427)",Iowa
Keokuk,"(41.3397063, -92.2236667)",Iowa
Shelby,"(41.7177667, -95.3102505)",Iowa
Taylor,"(40.7846069, -94.645035)",Iowa
Audubon,"(41.7326826, -94.976654)",Iowa
Crawford,"(42.034686, -95.3102505)",Iowa
Guthrie,"(41.7530909, -94.479976)",Iowa
Jackson,"(42.1560699, -90.52578229999999)",Iowa
Jones,"(42.1516737, -91.13530200000001)",Iowa
Van Buren,"(40.7001158, -91.9099238)",Iowa
Clay,"(43.1368038, -95.1432068)",Iowa
Madison,"(41.2922367, -93.9878427)",Iowa
Mitchell,"(43.37107020000001, -92.8577105)",Iowa
Bremer,"(42.76108199999999, -92.38136209999999)",Iowa
Jefferson,"(41.0236358, -91.9099238)",Iowa
O'Brien,"(43.1131245, -95.6457951)",Iowa
Louisa,"(41.19330009999999, -91.28910359999999)",Iowa
Lyon,"(43.3954333, -96.15269850000001)",Iowa
Plymouth,"(42.776665, -96.15269850000001)",Iowa
Grundy,"(42.4369506, -92.8577105)",Iowa
Howard,"(43.3819496, -92.38136209999999)",Iowa
Lee,"(40.70686630000001, -91.44346900000001)",Iowa
Mills,"(41.0624496, -95.6457951)",Iowa
Clarke,"(41.01778360000001, -93.7841503)",Iowa
Hamilton,"(42.4141275, -93.66232389999999)",Iowa
Chickasaw,"(43.0724667, -92.38136209999999)",Iowa
Franklin,"(42.7372361, -93.33889169999999)",Iowa
Marion,"(41.3173818, -93.17796589999999)",Iowa
Winnebago,"(43.3481922, -93.66232389999999)",Iowa
Buena Vista,"(42.6705452, -95.1432068)",Iowa
Delaware,"(42.4634009, -91.44346900000001)",Iowa
Greene,"(42.0700527, -94.479976)",Iowa
Worth,"(43.3580686, -93.33889169999999)",Iowa
Osceola,"(43.3851953, -95.6037465)",Iowa
Union,"(41.0006855, -94.27436279999999)",Iowa
Cass,"(41.2538068, -94.976654)",Iowa
Cherokee,"(42.8027756, -95.6457951)",Iowa
Humboldt,"(42.7482597, -94.19234000000002)",Iowa
Pocahontas,"(42.6918039, -94.645035)",Iowa
Davis,"(40.6913838, -92.38136209999999)",Iowa
Calhoun,"(42.3785903, -94.645035)",Iowa
Floyd,"(43.0615947, -92.8577105)",Iowa
Sac,"(42.3573517, -95.1432068)",Iowa
Wayne,"(40.6677356, -93.33889169999999)",Iowa
Monroe,"(41.0040981, -92.8577105)",Iowa
Fremont,"(40.7400403, -95.6457951)",Iowa
Palo Alto,"(43.1580878, -94.645035)",Iowa
Ida,"(42.3418685, -95.4777811)",Iowa
Emmet,"(43.34943, -94.6863782)",Iowa
Adams,"(41.0652066, -94.6863782)",Iowa
Lucas,"(40.9912021, -93.33889169999999)",Iowa
Ringgold,"(40.7973811, -94.315422)",Iowa
Decatur,"(40.8146492, -93.8248241)",Iowa
Dane,"(43.0186073, -89.5497632)",Wisconsin
Pierce,"(44.7508921, -92.38136209999999)",Wisconsin
Fond du Lac,"(43.7008379, -88.24611829999999)",Wisconsin
Waukesha,"(43.0072599, -88.32393090000001)",Wisconsin
Milwaukee,"(43.03879490000001, -87.9065334)",Wisconsin
Racine,"(42.76108199999999, -87.6186379)",Wisconsin
Sheboygan,"(43.6895227, -87.6186379)",Wisconsin
Winnebago,"(44.0126679, -88.7108964)",Wisconsin
Outagamie,"(44.4636545, -88.4016041)",Wisconsin
Wood,"(44.4747774, -90.0746767)",Wisconsin
Kenosha,"(42.5663156, -87.658113)",Wisconsin
Brown,"(44.45616740000001, -87.9334803)",Wisconsin
La Crosse,"(43.8617023, -91.13530200000001)",Wisconsin
Washington,"(43.3932586, -88.24611829999999)",Wisconsin
Bayfield,"(46.6650481, -91.12220070000001)",Wisconsin
Calumet,"(44.1586082, -88.24611829999999)",Wisconsin
Columbia,"(43.40466319999999, -89.3226954)",Wisconsin
Eau Claire,"(44.7683909, -91.28910359999999)",Wisconsin
Ozaukee,"(43.3819496, -87.6186379)",Wisconsin
Sauk,"(43.4066375, -89.9253233)",Wisconsin
Walworth,"(42.6202834, -88.55653099999999)",Wisconsin
Chippewa,"(45.0673752, -91.2924666)",Wisconsin
Douglas,"(46.3490012, -91.75768889999999)",Wisconsin
Dunn,"(44.909416, -91.9099238)",Wisconsin
Green,"(42.6287336, -89.62516459999999)",Wisconsin
Jefferson,"(43.089927, -88.7108964)",Wisconsin
Marathon,"(44.850452, -89.8505012)",Wisconsin
Rock,"(42.6251506, -89.0179332)",Wisconsin
St. Croix,"(45.0497844, -92.3875695)",Wisconsin
Dodge,"(43.3994215, -88.7108964)",Wisconsin
Grant,"(42.9397015, -90.6773046)",Wisconsin
Iowa,"(42.9416737, -90.0746767)",Wisconsin
Juneau,"(43.8672979, -90.0746767)",Wisconsin
Monroe,"(43.9412045, -90.7532809)",Wisconsin
Clark,"(44.8480735, -90.7532809)",Wisconsin
Portage,"(44.4735957, -89.4742177)",Wisconsin
Vilas,"(45.9787939, -89.45591619999999)",Wisconsin
Iron,"(46.2855114, -90.2347734)",Wisconsin
Marinette,"(45.3581961, -88.0649606)",Wisconsin
Richland,"(43.4060497, -90.37483540000001)",Wisconsin
Waupaca,"(44.4705941, -89.0179332)",Wisconsin
Oneida,"(45.6750801, -89.4616564)",Wisconsin
Door,"(44.8341302, -87.3770488)",Wisconsin
Jackson,"(44.3206549, -90.8294002)",Wisconsin
Marquette,"(43.865322, -89.3226954)",Wisconsin
Ashland,"(46.9794969, -90.48248919999999)",Wisconsin
Buffalo,"(44.3102354, -91.7538817)",Wisconsin
Oconto,"(44.8332991, -88.0118473)",Wisconsin
Crawford,"(43.2491547, -90.8294002)",Wisconsin
Menominee,"(44.88577919999999, -88.6507943)",Wisconsin
Adams,"(44.0196955, -89.77553379999999)",Wisconsin
Trempealeau,"(44.23975919999999, -91.366216)",Wisconsin
Barron,"(45.3607574, -91.77694799999999)",Wisconsin
Rusk,"(45.51936490000001, -91.1563029)",Wisconsin
Manitowoc,"(44.1438879, -87.460397)",Wisconsin
Shawano,"(44.7683909, -88.7108964)",Wisconsin
Florence,"(45.8161658, -88.3547524)",Wisconsin
Kewaunee,"(44.5202599, -87.38107269999999)",Wisconsin
Waushara,"(44.1313128, -89.20867729999999)",Wisconsin
Lafayette,"(42.6293203, -90.0746767)",Wisconsin
Sawyer,"(45.8220169, -91.16858859999999)",Wisconsin
Polk,"(45.4259345, -92.3388439)",Wisconsin
Price,"(45.7511666, -90.4622144)",Wisconsin
Green Lake,"(43.863117, -89.0179332)",Wisconsin
Washburn,"(45.9657186, -91.8148946)",Wisconsin
Vernon,"(43.5576968, -90.8294002)",Wisconsin
Lincoln,"(45.3743102, -89.7725799)",Wisconsin
Forest,"(45.6704497, -88.83758069999999)",Wisconsin
Burnett,"(45.8051186, -92.2888131)",Wisconsin
Pepin,"(44.6451183, -92.02731899999999)",Wisconsin
Langlade,"(45.220083, -89.01021329999999)",Wisconsin
Taylor,"(45.2231325, -90.529916)",Wisconsin
Bernalillo,"(35.0177854, -106.6291304)",New Mexico
Santa Fe,"(35.3653705, -105.9699878)",New Mexico
Socorro,"(33.8837087, -106.7234639)",New Mexico
Sandoval,"(35.6020667, -106.7234639)",New Mexico
Taos,"(36.4358718, -105.5943388)",New Mexico
San Miguel,"(35.5117793, -104.8454619)",New Mexico
Doña Ana,"(32.485767, -106.7234639)",New Mexico
McKinley,"(35.71524720000001, -108.2377519)",New Mexico
Lea,"(32.8968816, -103.3587288)",New Mexico
San Juan,"(36.3882439, -108.2377519)",New Mexico
Chaves,"(33.4757392, -104.4723301)",New Mexico
Cibola,"(35.0947557, -107.8583868)",New Mexico
Curry,"(34.5751567, -103.2663479)",New Mexico
Eddy,"(32.4170622, -104.4723301)",New Mexico
Rio Arriba,"(36.6162892, -106.7234639)",New Mexico
Roosevelt,"(33.9538388, -103.3587288)",New Mexico
Valencia,"(34.6743674, -106.6291304)",New Mexico
Torrance,"(34.6784317, -105.9699878)",New Mexico
Catron,"(34.1515173, -108.4276047)",New Mexico
Grant,"(32.9690805, -108.2377519)",New Mexico
Otero,"(32.6341716, -105.5943388)",New Mexico
Lincoln,"(33.8853309, -105.4068079)",New Mexico
Los Alamos,"(35.84962489999999, -106.3228338)",New Mexico
Colfax,"(36.5799757, -104.4723301)",New Mexico
Luna,"(32.3259122, -107.8583868)",New Mexico
Quay,"(34.9569924, -103.7289167)",New Mexico
Guadalupe,"(34.8235801, -104.8454619)",New Mexico
Harding,"(35.8925537, -103.8216261)",New Mexico
Union,"(36.37243340000001, -103.3587288)",New Mexico
Sierra,"(33.13459600000001, -107.1011931)",New Mexico
Hidalgo,"(31.93552, -108.7125791)",New Mexico
Mora,"(35.9742154, -105.3300508)",New Mexico
District of Columbia,"(38.9071923, -77.0368707)",District of Columbia
Douglas,"(41.3148116, -96.19513200000002)",Nebraska
Cass,"(40.8755529, -96.15269850000001)",Nebraska
Knox,"(42.6712397, -97.87216)",Nebraska
Sarpy,"(41.0744042, -96.19513200000002)",Nebraska
Adams,"(40.5596231, -98.5721016)",Nebraska
Lincoln,"(40.9338037, -100.8000051)",Nebraska
Nemaha,"(40.4074745, -95.81428849999999)",Nebraska
Buffalo,"(40.84102180000001, -99.1013498)",Nebraska
Lancaster,"(40.8471492, -96.663812)",Nebraska
Dawson,"(40.9427264, -99.8124935)",Nebraska
Madison,"(41.9108264, -97.5247243)",Nebraska
Washington,"(41.5541889, -96.19513200000002)",Nebraska
Saunders,"(41.168563, -96.663812)",Nebraska
Dodge,"(41.6472611, -96.663812)",Nebraska
Hall,"(40.8817333, -98.5721016)",Nebraska
Kearney,"(40.5328331, -98.92453429999999)",Nebraska
Gosper,"(40.4604851, -99.8124935)",Nebraska
Platte,"(41.59406, -97.5247243)",Nebraska
Scotts Bluff,"(41.8140936, -103.6362715)",Nebraska
Antelope,"(42.1902446, -98.04651849999999)",Nebraska
York,"(40.7941448, -97.5247243)",Nebraska
Kimball,"(41.1856601, -103.6362715)",Nebraska
Cuming,"(41.95401529999999, -96.83509989999999)",Nebraska
Colfax,"(41.6268435, -97.0068393)",Nebraska
Gage,"(40.1989041, -96.663812)",Nebraska
Hamilton,"(40.919722, -98.04651849999999)",Nebraska
Otoe,"(40.675971, -96.11029429999999)",Nebraska
Merrick,"(41.2031926, -98.0028892)",Nebraska
Cherry,"(42.474114, -101.1617356)",Nebraska
Johnson,"(40.3808026, -96.3226072)",Nebraska
Phelps,"(40.4903536, -99.456155)",Nebraska
Seward,"(40.9078649, -97.0984646)",Nebraska
Cheyenne,"(41.2509264, -103.0817903)",Nebraska
Custer,"(41.3491322, -99.72326729999999)",Nebraska
Stanton,"(41.9329995, -97.179026)",Nebraska
Burt,"(41.8252059, -96.3226072)",Nebraska
Polk,"(41.1526688, -97.56805949999999)",Nebraska
Clay,"(40.5975479, -98.04651849999999)",Nebraska
Franklin,"(40.20898570000001, -98.92453429999999)",Nebraska
Webster,"(40.2357266, -98.5721016)",Nebraska
Box Butte,"(42.19114709999999, -103.0817903)",Nebraska
Pierce,"(42.2257474, -97.5247243)",Nebraska
Wayne,"(42.2479453, -97.179026)",Nebraska
Dakota,"(42.4040965, -96.5356449)",Nebraska
Saline,"(40.4930367, -97.179026)",Nebraska
Morrill,"(41.6552418, -102.989615)",Nebraska
Howard,"(41.20204349999999, -98.5721016)",Nebraska
Nance,"(41.3995947, -98.04651849999999)",Nebraska
Butler,"(41.1375727, -97.179026)",Nebraska
Red Willow,"(40.2353963, -100.5296115)",Nebraska
Furnas,"(40.12139699999999, -99.99122539999999)",Nebraska
Dixon,"(42.4257719, -96.83509989999999)",Nebraska
Fillmore,"(40.47101190000001, -97.5247243)",Nebraska
Greeley,"(41.520541, -98.5721016)",Nebraska
Sherman,"(41.1751661, -98.92453429999999)",Nebraska
Thurston,"(42.1685528, -96.5356449)",Nebraska
Jefferson,"(40.16807319999999, -97.179026)",Nebraska
Cedar,"(42.56103239999999, -97.179026)",Nebraska
Valley,"(41.4936253, -98.92453429999999)",Nebraska
Frontier,"(40.5744778, -100.3497895)",Nebraska
Hitchcock,"(40.1844599, -101.0711758)",Nebraska
Keith,"(41.1815863, -101.5248055)",Nebraska
Holt,"(42.3803308, -98.6600586)",Nebraska
Boone,"(41.7172326, -98.04651849999999)",Nebraska
Thomas,"(41.9882143, -100.5296115)",Nebraska
Dawes,"(42.6551733, -103.0817903)",Nebraska
Richardson,"(40.0898025, -95.6457951)",Nebraska
Nuckolls,"(40.110932, -98.04651849999999)",Nebraska
Chase,"(40.4531318, -101.6157773)",Nebraska
Thayer,"(40.1460895, -97.5247243)",Nebraska
Boyd,"(42.88237160000001, -98.70407499999999)",Nebraska
Garden,"(41.7369721, -102.2547919)",Nebraska
Garfield,"(41.9678957, -98.92453429999999)",Nebraska
Banner,"(41.500766, -103.6362715)",Nebraska
Sioux,"(42.5012873, -103.7289167)",Nebraska
Harlan,"(40.1665848, -99.456155)",Nebraska
Rock,"(42.3951993, -99.456155)",Nebraska
Sheridan,"(42.3613076, -102.2547919)",Nebraska
Hooker,"(41.9368476, -101.0711758)",Nebraska
McPherson,"(41.6222686, -101.0711758)",Nebraska
Pawnee,"(40.10258169999999, -96.19513200000002)",Nebraska
Deuel,"(41.1401755, -102.3005803)",Nebraska
Dundy,"(40.13061210000001, -101.6157773)",Nebraska
Perkins,"(40.7922353, -101.4339148)",Nebraska
Wheeler,"(41.8372138, -98.5721016)",Nebraska
Arthur,"(41.5680276, -101.6157773)",Nebraska
